FECHA;DEPARTAMENTO;MUNICIPIO;EVENTO;COORDENADAS;FAMILIAS;PERSONAS
1/01/2024;SANTANDER;PIEDECUESTA;INCENDIO FORESTAL;;;
1/01/2024;CUNDINAMARCA;UBAQUE;ACCIDENTE TRANSPORTE TERRESTRE;;;
1/01/2024;RISARALDA;PEREIRA;INCENDIO FORESTAL;;;
1/01/2024;HUILA;PITALITO;INCENDIO ESTRUCTURAL;;;
1/01/2024;CORDOBA;MONTERIA;INCENDIO ESTRUCTURAL;;25;74
1/01/2024;ANTIOQUIA;CAUCASIA;INCENDIO ESTRUCTURAL;;;
1/01/2024;HUILA;PALERMO;MOVIMIENTO EN MASA;;;
1/01/2024;RISARALDA;PUEBLO RICO;CASO FORTUITO;;;
1/01/2024;BOYACA;VENTAQUEMADA;ACCIDENTE TRANSPORTE TERRESTRE;;;
1/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
1/01/2024;BOLIVAR;CALAMAR;DESABASTECIMIENTO DE AGUA;;;
1/01/2024;CASANARE;OROCUE;INCENDIO FORESTAL;;;
1/01/2024;ATLANTICO;SABANAGRANDE;INCENDIO FORESTAL;;;
1/01/2024;ANTIOQUIA;SOPETRAN;INCENDIO FORESTAL;;;
1/01/2024;ANTIOQUIA;SOPETRAN;INCENDIO FORESTAL;;;
1/01/2024;BOYACA;SORACA;INCENDIO FORESTAL;;;
1/01/2024;SANTANDER;PIEDECUESTA;INCENDIO FORESTAL;;;
1/01/2024;ANTIOQUIA;CHIGORODO;INCENDIO FORESTAL;;;
1/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
1/01/2024;BOYACA;BOYACA;INCENDIO FORESTAL;;;
2/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
2/01/2024;HUILA;NEIVA;INCENDIO ESTRUCTURAL;;;
2/01/2024;BOYACA;TIBANA;INCENDIO FORESTAL;;;
2/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
2/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
2/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
2/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
2/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
2/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
2/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
2/01/2024;META;LEJANIAS;INCENDIO FORESTAL;;;
2/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
2/01/2024;CESAR;AGUACHICA;INCENDIO FORESTAL;;;
2/01/2024;ARAUCA;TAME;INCENDIO FORESTAL;;;
2/01/2024;SANTANDER;GUAPOTA;INCENDIO FORESTAL;;;
2/01/2024;CESAR;AGUACHICA;INCENDIO FORESTAL;;;
2/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
2/01/2024;HUILA;ISNOS;INCENDIO FORESTAL;;;
2/01/2024;PUTUMAYO;PUERTO LEGUIZAMO;INCENDIO FORESTAL;;;
2/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
2/01/2024;SANTANDER;BETULIA;INCENDIO FORESTAL;;;
2/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
3/01/2024;CUNDINAMARCA;FUNZA;CASO FORTUITO;;;
3/01/2024;HUILA;LA PLATA;INCENDIO ESTRUCTURAL;;;
3/01/2024;CAUCA;ROSAS;MOVIMIENTO EN MASA;;;
3/01/2024;CUNDINAMARCA;SAN ANTONIO DEL TEQUENDAMA;INCENDIO ESTRUCTURAL;;;
3/01/2024;NARIÑO;EL CHARCO;EROSION COSTERA;;;
3/01/2024;ANTIOQUIA;BRICEÑO;MOVIMIENTO EN MASA;;;
3/01/2024;SANTANDER;BARICHARA;DESABASTECIMIENTO DE AGUA;;;
3/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
3/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
3/01/2024;PUTUMAYO;COLON;INCENDIO FORESTAL;;;
3/01/2024;BOLIVAR;MARIA LA BAJA;INCENDIO FORESTAL;;;
3/01/2024;BOYACA;TUTA;INCENDIO FORESTAL;;;
3/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
3/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
3/01/2024;MAGDALENA;CIENAGA;INCENDIO FORESTAL;;;
3/01/2024;PUTUMAYO;PUERTO LEGUIZAMO;INCENDIO FORESTAL;;;
3/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
3/01/2024;CORDOBA;PLANETA RICA;INCENDIO FORESTAL;;;
3/01/2024;CASANARE;VILLANUEVA;INCENDIO FORESTAL;;;
3/01/2024;ATLANTICO;SABANALARGA;INCENDIO FORESTAL;;;
4/01/2024;SANTANDER;FLORIDABLANCA;INCENDIO ESTRUCTURAL;;;
4/01/2024;BOYACA;PUERTO BOYACA;INUNDACION;;;
4/01/2024;BOYACA;TIBANA;INCENDIO FORESTAL;;;
4/01/2024;CUNDINAMARCA;QUETAME;ACCIDENTE TRANSPORTE TERRESTRE;;;
4/01/2024;BOYACA;TIBANA;INCENDIO FORESTAL;;;
4/01/2024;BOYACA;SUTATENZA;INCENDIO FORESTAL;;;
4/01/2024;CALDAS;FILADELFIA;INCENDIO FORESTAL;;;
4/01/2024;BOLIVAR;TIQUISIO;RACIONAMIENTO;;;
4/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
4/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
4/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
4/01/2024;SANTANDER;MACARAVITA;INCENDIO FORESTAL;;;
4/01/2024;PUTUMAYO;COLON;INCENDIO FORESTAL;;;
4/01/2024;ATLANTICO;SABANAGRANDE;INCENDIO FORESTAL;;;
4/01/2024;BOLIVAR;MARIA LA BAJA;INCENDIO FORESTAL;;;
4/01/2024;HUILA;SAN AGUSTIN;INCENDIO FORESTAL;;;
4/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
4/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
4/01/2024;SANTANDER;OIBA;INCENDIO FORESTAL;;;
4/01/2024;SANTANDER;GIRON;INCENDIO FORESTAL;;;
4/01/2024;CORDOBA;PLANETA RICA;INCENDIO FORESTAL;;;
4/01/2024;HUILA;ISNOS;INCENDIO FORESTAL;;;
4/01/2024;CASANARE;PAZ DE ARIPORO;INCENDIO FORESTAL;;;
4/01/2024;CALDAS;ANSERMA;INCENDIO FORESTAL;;;
4/01/2024;CORDOBA;PUEBLO NUEVO;INCENDIO FORESTAL;;;
4/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
4/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
4/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
4/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
4/01/2024;CESAR;VALLEDUPAR;INCENDIO FORESTAL;;;
5/01/2024;VICHADA;LA PRIMAVERA;INCENDIO FORESTAL;;;
5/01/2024;BOYACA;PAIPA;INCENDIO FORESTAL;;;
5/01/2024;CUNDINAMARCA;GACHETA;INCENDIO ESTRUCTURAL;;;
5/01/2024;MAGDALENA;SANTA MARTA;ACCIDENTE TRANSPORTE MARITIMO O FLUVIAL;;;
5/01/2024;CUNDINAMARCA;UBAQUE;INCENDIO FORESTAL;;;
5/01/2024;CUNDINAMARCA;CHOACHI;INCENDIO FORESTAL;;;
5/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
5/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
5/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
5/01/2024;ANTIOQUIA;SAN JERONIMO;INCENDIO FORESTAL;;;
5/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
5/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
5/01/2024;ANTIOQUIA;LA CEJA;DESABASTECIMIENTO DE AGUA;;;
5/01/2024;ANTIOQUIA;CIUDAD BOLIVAR;INCENDIO FORESTAL;;;
5/01/2024;ANTIOQUIA;SAN VICENTE;INCENDIO FORESTAL;;;
5/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
5/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
5/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
5/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
5/01/2024;VALLE DEL CAUCA;EL CERRITO;INCENDIO FORESTAL;;;
5/01/2024;ANTIOQUIA;GUATAPE;INCENDIO FORESTAL;;;
5/01/2024;BOYACA;TASCO;INCENDIO FORESTAL;;;
5/01/2024;SANTANDER;GALAN;INCENDIO FORESTAL;;;
5/01/2024;ANTIOQUIA;REMEDIOS;INCENDIO FORESTAL;;;
5/01/2024;SANTANDER;CAPITANEJO;INCENDIO FORESTAL;;;
5/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
5/01/2024;META;GRANADA;INCENDIO FORESTAL;;;
5/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
5/01/2024;SANTANDER;GIRON;INCENDIO FORESTAL;;;
5/01/2024;ATLANTICO;SABANAGRANDE;INCENDIO FORESTAL;;;
5/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
5/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
5/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
5/01/2024;SANTANDER;CURITI;INCENDIO FORESTAL;;;
5/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
5/01/2024;ATLANTICO;SABANALARGA;INCENDIO FORESTAL;;;
5/01/2024;SAN ANDRES;SAN ANDRES;INCENDIO FORESTAL;;;
5/01/2024;ANTIOQUIA;LA CEJA;INCENDIO FORESTAL;;;
5/01/2024;SANTANDER;SOCORRO;INCENDIO FORESTAL;;;
5/01/2024;BOYACA;TUNJA;INCENDIO FORESTAL;;;
5/01/2024;VALLE DEL CAUCA;YUMBO;INCENDIO FORESTAL;;;
5/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
5/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
6/01/2024;HUILA;AIPE;INCENDIO;;;
6/01/2024;CALDAS;FILADELFIA;INCENDIO ESTRUCTURAL;;;
6/01/2024;CUNDINAMARCA;SOACHA;INCENDIO FORESTAL;;;
6/01/2024;CUNDINAMARCA;BOGOTA, D.C.;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;SAN JOSE DE MIRANDA;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;PIEDECUESTA;INCENDIO FORESTAL;;;
6/01/2024;HUILA;GARZON;ACCIDENTE TRANSPORTE TERRESTRE;;;
6/01/2024;HUILA;AIPE;ACCIDENTE TRANSPORTE TERRESTRE;;;
6/01/2024;HUILA;TARQUI;ACCIDENTE TRANSPORTE TERRESTRE;;;
6/01/2024;CUNDINAMARCA;LENGUAZAQUE;INCENDIO FORESTAL;;;
6/01/2024;CUNDINAMARCA;TIBIRITA;INCENDIO FORESTAL;;;
6/01/2024;BOYACA;PAZ DE RIO;INCENDIO FORESTAL;;;
6/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
6/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
6/01/2024;ANTIOQUIA;ABEJORRAL;INCENDIO FORESTAL;;;
6/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
6/01/2024;ANTIOQUIA;SAN VICENTE;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;SAN JOSE DE MIRANDA;INCENDIO FORESTAL;;;
6/01/2024;BOYACA;CHIVATA;INCENDIO FORESTAL;;;
6/01/2024;PUTUMAYO;COLON;INCENDIO FORESTAL;;;
6/01/2024;BOYACA;TIBANA;INCENDIO FORESTAL;;;
6/01/2024;BOYACA;SABOYA;INCENDIO FORESTAL;;;
6/01/2024;BOYACA;CHIQUINQUIRA;INCENDIO FORESTAL;;;
6/01/2024;BOLIVAR;MARIA LA BAJA;INCENDIO FORESTAL;;;
6/01/2024;CESAR;AGUACHICA;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;CAPITANEJO;INCENDIO FORESTAL;;;
6/01/2024;LA GUAJIRA;DISTRACCION;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;GUAPOTA;INCENDIO FORESTAL;;;
6/01/2024;RISARALDA;DOSQUEBRADAS;INCENDIO FORESTAL;;;
6/01/2024;SUCRE;SANTIAGO DE TOLU;INCENDIO FORESTAL;;;
6/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;PUERTO WILCHES;INCENDIO FORESTAL;;;
6/01/2024;SANTANDER;PUERTO WILCHES;INCENDIO FORESTAL;;;
6/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
6/01/2024;BOYACA;TASCO;INCENDIO FORESTAL;;;
6/01/2024;ATLANTICO;MALAMBO;INCENDIO FORESTAL;;;
6/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
6/01/2024;BOYACA;PAZ DE RIO;INCENDIO FORESTAL;;;
6/01/2024;BOYACA;TUNJA;INCENDIO FORESTAL;;;
7/01/2024;CESAR;VALLEDUPAR;ACCIDENTE TRANSPORTE AEREO;;;
7/01/2024;CUNDINAMARCA;SOPO;INCENDIO FORESTAL;;;
7/01/2024;CUNDINAMARCA;SESQUILE;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;COPACABANA;INCENDIO FORESTAL;;;
7/01/2024;BOYACA;NUEVO COLON;INCENDIO FORESTAL;;;
7/01/2024;BOYACA;TENZA;INCENDIO FORESTAL;;;
7/01/2024;BOYACA;PAZ DE RIO;INCENDIO FORESTAL;;;
7/01/2024;BOYACA;TOCA;INCENDIO FORESTAL;;;
7/01/2024;BOYACA;TASCO;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;TITIRIBI;INCENDIO FORESTAL;;;
7/01/2024;SANTANDER;SAN JOAQUIN;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
7/01/2024;CAQUETA;CARTAGENA DEL CHAIRA;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;SAN VICENTE;INCENDIO FORESTAL;;;
7/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
7/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
7/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
7/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
7/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
7/01/2024;MAGDALENA;PIVIJAY;INCENDIO FORESTAL;;;
7/01/2024;ARAUCA;TAME;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;TARSO;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;SANTA ROSA DE OSOS;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;ANORI;INCENDIO FORESTAL;;;
7/01/2024;HUILA;SALADOBLANCO;INCENDIO FORESTAL;;;
7/01/2024;SANTANDER;VELEZ;INCENDIO FORESTAL;;;
7/01/2024;ARAUCA;SARAVENA;INCENDIO FORESTAL;;;
7/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
7/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
7/01/2024;META;PUERTO RICO;INCENDIO FORESTAL;;;
7/01/2024;ARAUCA;ARAUCA;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;URRAO;INCENDIO FORESTAL;;;
7/01/2024;MAGDALENA;SALAMINA;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;COPACABANA;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;LA CEJA;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;LA CEJA;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;CALDAS;INCENDIO FORESTAL;;;
7/01/2024;META;PUERTO LOPEZ;INCENDIO FORESTAL;;;
7/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
8/01/2024;BOLIVAR;SANTA CATALINA;INCENDIO ESTRUCTURAL;;;
8/01/2024;ANTIOQUIA;LA CEJA;INCENDIO FORESTAL;;;
8/01/2024;CUNDINAMARCA;CHOACHI;INCENDIO FORESTAL;;;
8/01/2024;CUNDINAMARCA;ARBELAEZ;INCENDIO FORESTAL;;;
8/01/2024;BOYACA;PANQUEBA;INCENDIO FORESTAL;;;
8/01/2024;HUILA;AGRADO;INCENDIO FORESTAL;;;
8/01/2024;BOLIVAR;MOMPOS;INCENDIO FORESTAL;;;
8/01/2024;BOYACA;GUATEQUE;INCENDIO ESTRUCTURAL;;;
8/01/2024;CUNDINAMARCA;GUACHETA;INCENDIO FORESTAL;;;
8/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
8/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
8/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
8/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
8/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
8/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
8/01/2024;SANTANDER;BUCARAMANGA;INCENDIO FORESTAL;;;
8/01/2024;VALLE DEL CAUCA;ROLDANILLO;INCENDIO FORESTAL;;;
8/01/2024;ATLANTICO;PUERTO COLOMBIA;INCENDIO FORESTAL;;;
8/01/2024;LA GUAJIRA;RIOHACHA;INCENDIO FORESTAL;;;
8/01/2024;VALLE DEL CAUCA;ANSERMANUEVO;INCENDIO FORESTAL;;;
8/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
8/01/2024;ANTIOQUIA;REMEDIOS;INCENDIO FORESTAL;;;
8/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
8/01/2024;ANTIOQUIA;SANTA ROSA DE OSOS;INCENDIO FORESTAL;;;
8/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
8/01/2024;META;GRANADA;INCENDIO FORESTAL;;;
8/01/2024;META;GRANADA;INCENDIO FORESTAL;;;
8/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
8/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
8/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
8/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
8/01/2024;SANTANDER;GIRON;INCENDIO FORESTAL;;;
8/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
8/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
8/01/2024;PUTUMAYO;PUERTO CAICEDO;INCENDIO FORESTAL;;;
8/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
8/01/2024;SANTANDER;LEBRIJA;INCENDIO FORESTAL;;;
8/01/2024;SANTANDER;CARCASI;INCENDIO FORESTAL;;;
8/01/2024;VALLE DEL CAUCA;YOTOCO;INCENDIO FORESTAL;;;
8/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
8/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
8/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
8/01/2024;ANTIOQUIA;LA CEJA;INCENDIO FORESTAL;;;
8/01/2024;ATLANTICO;MALAMBO;INCENDIO FORESTAL;;;
8/01/2024;CAUCA;CALOTO;INCENDIO FORESTAL;;;
8/01/2024;CUNDINAMARCA;FACATATIVA;INCENDIO FORESTAL;;;
8/01/2024;ANTIOQUIA;CALDAS;INCENDIO FORESTAL;;;
8/01/2024;SANTANDER;LOS SANTOS;INCENDIO FORESTAL;;;
8/01/2024;CESAR;VALLEDUPAR;INCENDIO FORESTAL;;;
9/01/2024;BOYACA;NUEVO COLON;INCENDIO FORESTAL;;;
9/01/2024;CUNDINAMARCA;SUBACHOQUE;ACCIDENTE TRANSPORTE TERRESTRE;;;
9/01/2024;CUNDINAMARCA;TIBIRITA;INCENDIO FORESTAL;;;
9/01/2024;RISARALDA;MISTRATO;INCENDIO FORESTAL;;;
9/01/2024;HUILA;TERUEL;INCENDIO FORESTAL;;;
9/01/2024;HUILA;SAN AGUSTIN;INCENDIO FORESTAL;;;
9/01/2024;ANTIOQUIA;SAN JERONIMO;INCENDIO FORESTAL;;;
9/01/2024;BOLIVAR;SANTA CATALINA;SEQUIA;;;
9/01/2024;SANTANDER;SUAITA;DESABASTECIMIENTO DE AGUA;;;
9/01/2024;ANTIOQUIA;CIUDAD BOLIVAR;INCENDIO FORESTAL;;;
9/01/2024;SAN ANDRES;PROVIDENCIA;DESABASTECIMIENTO DE AGUA;;;
9/01/2024;SANTANDER;BARRANCABERMEJA;INCENDIO FORESTAL;;;
9/01/2024;ATLANTICO;SABANAGRANDE;INCENDIO FORESTAL;;;
9/01/2024;BOLIVAR;MARIA LA BAJA;INCENDIO FORESTAL;;;
9/01/2024;CESAR;AGUACHICA;INCENDIO FORESTAL;;;
9/01/2024;SANTANDER;OIBA;INCENDIO FORESTAL;;;
9/01/2024;BOYACA;TUTA;INCENDIO FORESTAL;;;
9/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
9/01/2024;MAGDALENA;SITIONUEVO;INCENDIO FORESTAL;;;
9/01/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
9/01/2024;CUNDINAMARCA;QUIPILE;INCENDIO FORESTAL;;;
9/01/2024;SANTANDER;GIRON;INCENDIO FORESTAL;;;
9/01/2024;SUCRE;TOLU VIEJO;INCENDIO FORESTAL;;;
9/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
9/01/2024;SUCRE;SAN MARCOS;INCENDIO FORESTAL;;;
9/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
9/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
9/01/2024;SANTANDER;LOS SANTOS;INCENDIO FORESTAL;;;
9/01/2024;SANTANDER;ARATOCA;INCENDIO FORESTAL;;;
9/01/2024;TOLIMA;CHAPARRAL;INCENDIO FORESTAL;;;
9/01/2024;SANTANDER;TONA;INCENDIO FORESTAL;;;
9/01/2024;ANTIOQUIA;PEÑOL;INCENDIO FORESTAL;;;
9/01/2024;VALLE DEL CAUCA;ANDALUCIA;INCENDIO FORESTAL;;;
9/01/2024;SUCRE;COROZAL;INCENDIO FORESTAL;;;
9/01/2024;SUCRE;COROZAL;INCENDIO FORESTAL;;;
9/01/2024;ANTIOQUIA;LA CEJA;INCENDIO FORESTAL;;;
9/01/2024;ATLANTICO;MALAMBO;INCENDIO FORESTAL;;;
9/01/2024;ANTIOQUIA;CALDAS;INCENDIO FORESTAL;;;
9/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
9/01/2024;RISARALDA;LA VIRGINIA;INCENDIO FORESTAL;;;
9/01/2024;ATLANTICO;BARANOA;INCENDIO FORESTAL;;;
9/01/2024;PUTUMAYO;PUERTO LEGUIZAMO;INCENDIO FORESTAL;;;
10/01/2024;BOYACA;VENTAQUEMADA;INCENDIO FORESTAL;;;
10/01/2024;CAUCA;ARGELIA;MOVIMIENTO EN MASA;;;
10/01/2024;CAUCA;PAEZ;INCENDIO FORESTAL;;;
10/01/2024;ATLANTICO;PIOJO;MOVIMIENTO EN MASA;;;
10/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
10/01/2024;SANTANDER;PIEDECUESTA;INCENDIO FORESTAL;;;
10/01/2024;SANTANDER;HATO;INCENDIO FORESTAL;;;
10/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
10/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
10/01/2024;CAUCA;TORIBIO;INCENDIO FORESTAL;;;
10/01/2024;HUILA;ISNOS;INCENDIO FORESTAL;;;
10/01/2024;HUILA;SUAZA;INCENDIO FORESTAL;;;
10/01/2024;CUNDINAMARCA;SUESCA;INCENDIO FORESTAL;;;
10/01/2024;BOLIVAR;CICUCO;INCENDIO FORESTAL;;;
10/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
10/01/2024;ANTIOQUIA;CARAMANTA;INCENDIO FORESTAL;;;
10/01/2024;ANTIOQUIA;CIUDAD BOLIVAR;INCENDIO FORESTAL;;;
10/01/2024;CASANARE;MANI;INCENDIO FORESTAL;;;
10/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
10/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
10/01/2024;ANTIOQUIA;YARUMAL;INCENDIO FORESTAL;;;
10/01/2024;BOYACA;TOPAGA;INCENDIO FORESTAL;;;
10/01/2024;CALDAS;MANIZALES;INCENDIO FORESTAL;;;
10/01/2024;SANTANDER;TONA;INCENDIO FORESTAL;;;
10/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
10/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
10/01/2024;META;GRANADA;INCENDIO FORESTAL;;;
10/01/2024;CUNDINAMARCA;SIMIJACA;INCENDIO FORESTAL;;;
10/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
10/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
10/01/2024;SUCRE;TOLU VIEJO;INCENDIO FORESTAL;;;
10/01/2024;SANTANDER;VELEZ;INCENDIO FORESTAL;;;
10/01/2024;ARAUCA;ARAUCA;INCENDIO FORESTAL;;;
10/01/2024;VALLE DEL CAUCA;DAGUA;INCENDIO FORESTAL;;;
10/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
10/01/2024;SANTANDER;BARBOSA;INCENDIO FORESTAL;;;
10/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
10/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
10/01/2024;CORDOBA;PLANETA RICA;INCENDIO FORESTAL;;;
10/01/2024;ANTIOQUIA;COPACABANA;INCENDIO FORESTAL;;;
10/01/2024;CORDOBA;MOMIL;INCENDIO FORESTAL;;;
10/01/2024;LA GUAJIRA;DISTRACCION;INCENDIO FORESTAL;;;
10/01/2024;CUNDINAMARCA;RICAURTE;INCENDIO FORESTAL;;;
10/01/2024;CESAR;EL PASO;INCENDIO FORESTAL;;;
10/01/2024;BOYACA;SORACA;INCENDIO FORESTAL;;;
