FECHA;DEPARTAMENTO;MUNICIPIO;EVENTO;COORDENADAS;FAMILIAS;PERSONAS
7/09/2024;HUILA;HOBO;INCENDIO FORESTAL;;;
7/09/2024;CASANARE;OROCUE;INCENDIO FORESTAL;;;
7/09/2024;CAUCA;LA SIERRA;INCENDIO FORESTAL;;;
7/09/2024;HUILA;ALTAMIRA;INCENDIO FORESTAL;;;
7/09/2024;TOLIMA;CHAPARRAL;INCENDIO FORESTAL;;;
7/09/2024;TOLIMA;CHAPARRAL;INCENDIO FORESTAL;;;
7/09/2024;TOLIMA;CUNDAY;INCENDIO FORESTAL;;;
7/09/2024;BOYACA;PESCA;INCENDIO FORESTAL;;;
7/09/2024;HUILA;GIGANTE;INCENDIO FORESTAL;;;
7/09/2024;TOLIMA;ESPINAL;INCENDIO FORESTAL;;;
7/09/2024;NARIÑO;IPIALES;INCENDIO FORESTAL;;;
7/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
7/09/2024;NARIÑO;EL TAMBO;INCENDIO FORESTAL;;;
7/09/2024;NARIÑO;PASTO;INCENDIO FORESTAL;;;
7/09/2024;HUILA;RIVERA;INCENDIO FORESTAL;;;
7/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
7/09/2024;NARIÑO;NARIÑO;INCENDIO FORESTAL;;;
7/09/2024;TOLIMA;MARIQUITA;INCENDIO FORESTAL;;;
7/09/2024;NARIÑO;EL TABLON DE GOMEZ;INCENDIO FORESTAL;;;
7/09/2024;TOLIMA;ALVARADO;INCENDIO FORESTAL;;;
7/09/2024;ANTIOQUIA;SAN VICENTE;INCENDIO FORESTAL;;;
7/09/2024;NARIÑO;CONSACA;INCENDIO FORESTAL;;;
7/09/2024;NARIÑO;ARBOLEDA;INCENDIO FORESTAL;;;
7/09/2024;NARIÑO;CHACHAGUI;INCENDIO FORESTAL;;;
7/09/2024;NARIÑO;CONSACA;INCENDIO FORESTAL;;;
7/09/2024;META;PUERTO RICO;INCENDIO FORESTAL;;;
7/09/2024;TOLIMA;ROVIRA;INCENDIO FORESTAL;;;
7/09/2024;CAUCA;BOLIVAR;INCENDIO FORESTAL;;;
7/09/2024;TOLIMA;VENADILLO;INCENDIO FORESTAL;;;
7/09/2024;CAUCA;TIMBIO;INCENDIO FORESTAL;;;
7/09/2024;NARIÑO;SAN BERNARDO;INCENDIO FORESTAL;;;
8/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
8/09/2024;TOLIMA;COELLO;INCENDIO FORESTAL;;;
8/09/2024;CUNDINAMARCA;YACOPI;INCENDIO FORESTAL;;;
8/09/2024;SANTANDER;GUACA;AVENIDA TORRENCIAL;;;
8/09/2024;TOLIMA;LIBANO;INCENDIO FORESTAL;;;
8/09/2024;CUNDINAMARCA;SAN JUAN DE RIO SECO;INCENDIO FORESTAL;;;
8/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
8/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
8/09/2024;CUNDINAMARCA;CACHIPAY;INCENDIO FORESTAL;;;
8/09/2024;QUINDIO;CALARCA;INCENDIO FORESTAL;;;
8/09/2024;VALLE DEL CAUCA;CALI;INCENDIO FORESTAL;;;
8/09/2024;HUILA;NEIVA;INCENDIO FORESTAL;;;
8/09/2024;NARIÑO;PASTO;INCENDIO FORESTAL;;;
8/09/2024;CAUCA;CALDONO;VENDAVAL;;;
8/09/2024;CAUCA;CALDONO;VENDAVAL;;;
8/09/2024;CAUCA;PATIA;INCENDIO FORESTAL;;;
8/09/2024;CUNDINAMARCA;CHAGUANI;INCENDIO FORESTAL;;;
8/09/2024;NARIÑO;ANCUYA;INCENDIO FORESTAL;;;
8/09/2024;NARIÑO;SANDONA;INCENDIO FORESTAL;;;
8/09/2024;NARIÑO;EL ROSARIO;INCENDIO FORESTAL;;;
8/09/2024;HUILA;GIGANTE;INCENDIO FORESTAL;;;
8/09/2024;CUNDINAMARCA;SASAIMA;INCENDIO FORESTAL;;;
8/09/2024;QUINDIO;GENOVA;INCENDIO FORESTAL;;;
8/09/2024;NARIÑO;TUQUERRES;INCENDIO FORESTAL;;;
8/09/2024;CAUCA;CALOTO;INCENDIO FORESTAL;;;
8/09/2024;CUNDINAMARCA;EL COLEGIO;INCENDIO FORESTAL;;;
8/09/2024;NARIÑO;PASTO;INCENDIO FORESTAL;;;
8/09/2024;HUILA;RIVERA;INCENDIO FORESTAL;;;
8/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
8/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
8/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
8/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
8/09/2024;NARIÑO;CHACHAGUI;INCENDIO FORESTAL;;;
8/09/2024;TOLIMA;ROVIRA;INCENDIO FORESTAL;;;
8/09/2024;CAUCA;TIMBIO;INCENDIO FORESTAL;;;
8/09/2024;CAUCA;TIMBIO;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;SAN LUIS;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;ICONONZO;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;GUAMO;QUEMA ;;;
9/09/2024;VAUPES;MITU;ACCIDENTE TRANSPORTE TERRESTRE;;;
9/09/2024;CUNDINAMARCA;BOGOTA, D.C.;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;BOGOTA, D.C.;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;BOGOTA, D.C.;INCENDIO FORESTAL;;;
9/09/2024;AMAZONAS;LETICIA;INCENDIO ESTRUCTURAL;;;
9/09/2024;TOLIMA;PIEDRAS;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;COELLO;INCENDIO FORESTAL;;;
9/09/2024;HUILA;PALERMO;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;SAN FRANCISCO;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;CARMEN DE APICALA;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;EL PEÑON;INCENDIO FORESTAL;;;
9/09/2024;CHOCO;BELEN DE BAJIRA;INCENDIO ESTRUCTURAL;;;
9/09/2024;HUILA;AIPE;INCENDIO FORESTAL;;;
9/09/2024;BOYACA;PAIPA;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;VILLAGOMEZ;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;CAPARRAPI;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;VIOTA;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;VIOTA;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;LA PALMA;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;GUACHETA;INCENDIO FORESTAL;;;
9/09/2024;HUILA;PITAL;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;ESPINAL;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;ESPINAL;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;ARMERO;INCENDIO FORESTAL;;;
9/09/2024;CAUCA;CALDONO;INCENDIO FORESTAL;;;
9/09/2024;NARIÑO;LA UNION;INCENDIO FORESTAL;;;
9/09/2024;HUILA;HOBO;INCENDIO FORESTAL;;;
9/09/2024;HUILA;HOBO;INCENDIO FORESTAL;;;
9/09/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
9/09/2024;NARIÑO;GUAITARILLA;INCENDIO FORESTAL;;;
9/09/2024;VALLE DEL CAUCA;CANDELARIA;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;MELGAR;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;MARIQUITA;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;COTA;INCENDIO FORESTAL;;;
9/09/2024;HUILA;GIGANTE;INCENDIO FORESTAL;;;
9/09/2024;HUILA;LA PLATA;INCENDIO FORESTAL;;;
9/09/2024;VALLE DEL CAUCA;PRADERA;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;SASAIMA;INCENDIO FORESTAL;;;
9/09/2024;CUNDINAMARCA;NARIÑO;INCENDIO FORESTAL;;;
9/09/2024;ANTIOQUIA;SAN VICENTE;INCENDIO FORESTAL;;;
9/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
9/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
9/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
9/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;RIOBLANCO;INCENDIO FORESTAL;;;
9/09/2024;NARIÑO;CHACHAGUI;INCENDIO FORESTAL;;;
9/09/2024;CALDAS;SALAMINA;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;DOLORES;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;ROVIRA;INCENDIO FORESTAL;;;
9/09/2024;RISARALDA;DOSQUEBRADAS;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;COYAIMA;INCENDIO FORESTAL;;;
9/09/2024;TOLIMA;COYAIMA;INCENDIO FORESTAL;;;
9/09/2024;CAUCA;TIMBIO;INCENDIO FORESTAL;;;
10/09/2024;CUNDINAMARCA;BOGOTA, D.C.;MOVIMIENTO EN MASA;;;
10/09/2024;TOLIMA;NATAGAIMA;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;CARMEN DE APICALA;INCENDIO FORESTAL;;;
10/09/2024;CAUCA;POPAYAN;INCENDIO FORESTAL;;;
10/09/2024;CAUCA;POPAYAN;INCENDIO FORESTAL;;;
10/09/2024;CAUCA;PATIA;INCENDIO FORESTAL;;;
10/09/2024;SUCRE;TOLU VIEJO;INUNDACION;;;
10/09/2024;CUNDINAMARCA;LA PALMA;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;PLANADAS;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;ORTEGA;INCENDIO FORESTAL;;;
10/09/2024;CUNDINAMARCA;YACOPI;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;LERIDA;INCENDIO FORESTAL;;;
10/09/2024;CUNDINAMARCA;SOACHA;INCENDIO ESTRUCTURAL;;;
10/09/2024;CUNDINAMARCA;VIOTA;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;ATACO;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;PRADO;INCENDIO FORESTAL;;;
10/09/2024;CUNDINAMARCA;ALBAN;INCENDIO FORESTAL;;;
10/09/2024;CUNDINAMARCA;CAPARRAPI;INCENDIO FORESTAL;;;
10/09/2024;CUNDINAMARCA;SILVANIA;INCENDIO FORESTAL;;;
10/09/2024;HUILA;PALERMO;INCENDIO FORESTAL;;;
10/09/2024;CAUCA;PATIA;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;GUAMO;INCENDIO FORESTAL;;;
10/09/2024;HUILA;ELIAS;INCENDIO FORESTAL;;;
10/09/2024;HUILA;GIGANTE;INCENDIO FORESTAL;;;
10/09/2024;HUILA;GIGANTE;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;ESPINAL;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;ESPINAL;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;ESPINAL;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;ARMERO;INCENDIO FORESTAL;;;
10/09/2024;NARIÑO;LA UNION;INCENDIO FORESTAL;;;
10/09/2024;HUILA;HOBO;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;CHAPARRAL;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;CHAPARRAL;INCENDIO FORESTAL;;;
10/09/2024;NARIÑO;PASTO;INCENDIO FORESTAL;;;
10/09/2024;SANTANDER;BARBOSA;INCENDIO FORESTAL;;;
10/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
10/09/2024;CAUCA;LA SIERRA;INCENDIO FORESTAL;;;
10/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
10/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
10/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
10/09/2024;HUILA;RIVERA;INCENDIO FORESTAL;;;
10/09/2024;HUILA;LA PLATA;INCENDIO FORESTAL;;;
10/09/2024;HUILA;LA PLATA;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;SUAREZ;INCENDIO FORESTAL;;;
10/09/2024;CAUCA;PAEZ;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;ALVARADO;INCENDIO FORESTAL;;;
10/09/2024;NARIÑO;CUMBAL;INCENDIO FORESTAL;;;
10/09/2024;SANTANDER;LEBRIJA;INCENDIO FORESTAL;;;
10/09/2024;CUNDINAMARCA;CAPARRAPI;INCENDIO FORESTAL;;;
10/09/2024;NARIÑO;BUESACO;INCENDIO FORESTAL;;;
10/09/2024;NARIÑO;CONSACA;INCENDIO FORESTAL;;;
10/09/2024;CALDAS;SALAMINA;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;DOLORES;INCENDIO FORESTAL;;;
10/09/2024;CAUCA;TIMBIO;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;VENADILLO;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;CARMEN DE APICALA;INCENDIO FORESTAL;;;
10/09/2024;TOLIMA;CARMEN DE APICALA;INCENDIO FORESTAL;;;
11/09/2024;SANTANDER;LOS SANTOS;SISMO;;;
11/09/2024;TOLIMA;ATACO;INCENDIO FORESTAL;;;
11/09/2024;TOLIMA;ALPUJARRA;INCENDIO FORESTAL;;;
11/09/2024;HUILA;LA PLATA;INCENDIO FORESTAL;;;
11/09/2024;NARIÑO;PUPIALES;INCENDIO FORESTAL;;;
11/09/2024;NARIÑO;YACUANQUER;INCENDIO FORESTAL;;;
11/09/2024;NARIÑO;EL TAMBO;INCENDIO FORESTAL;;;
11/09/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
11/09/2024;CUNDINAMARCA;EL COLEGIO;INCENDIO FORESTAL;;;
11/09/2024;PUTUMAYO;PUERTO LEGUIZAMO;INCENDIO FORESTAL;;;
11/09/2024;VALLE DEL CAUCA;YUMBO;INCENDIO FORESTAL;;;
11/09/2024;CUNDINAMARCA;PACHO;INCENDIO FORESTAL;;;
11/09/2024;CUNDINAMARCA;SOACHA;INCENDIO FORESTAL;;;
11/09/2024;CUNDINAMARCA;VIOTA;INCENDIO FORESTAL;;;
11/09/2024;CUNDINAMARCA;RICAURTE;INCENDIO FORESTAL;;;
11/09/2024;CUNDINAMARCA;SAN JUAN DE RIO SECO;INCENDIO FORESTAL;;;
11/09/2024;CUNDINAMARCA;VIOTA;INCENDIO FORESTAL;;;
11/09/2024;CAUCA;BOLIVAR;INCENDIO FORESTAL;;;
11/09/2024;CAUCA;LA SIERRA;INCENDIO ESTRUCTURAL;;;
11/09/2024;CAUCA;LA SIERRA;INCENDIO FORESTAL;;;
11/09/2024;CAUCA;ROSAS;INCENDIO FORESTAL;;;
11/09/2024;CAUCA;PURACE;INCENDIO FORESTAL;;;
11/09/2024;CUNDINAMARCA;FUSAGASUGA;INCENDIO FORESTAL;;;
11/09/2024;TOLIMA;MARIQUITA;INCENDIO FORESTAL;;;
11/09/2024;NORTE DE SANTANDER;EL CARMEN;VENDAVAL;;;
11/09/2024;CUNDINAMARCA;ANOLAIMA;INCENDIO FORESTAL;;;
11/09/2024;META;GRANADA;INCENDIO FORESTAL;;;
11/09/2024;META;GRANADA;INCENDIO FORESTAL;;;
11/09/2024;CAUCA;SOTARA;INCENDIO FORESTAL;;;
11/09/2024;LA GUAJIRA;ALBANIA;INCENDIO FORESTAL;;;
11/09/2024;VALLE DEL CAUCA;EL DOVIO;INCENDIO FORESTAL;;;
11/09/2024;HUILA;NATAGA;INCENDIO FORESTAL;;;
11/09/2024;HUILA;TELLO;INCENDIO FORESTAL;;;
11/09/2024;HUILA;HOBO;INCENDIO FORESTAL;;;
11/09/2024;TOLIMA;CHAPARRAL;INCENDIO FORESTAL;;;
11/09/2024;TOLIMA;IBAGUE;INCENDIO FORESTAL;;;
11/09/2024;HUILA;GIGANTE;INCENDIO FORESTAL;;;
11/09/2024;QUINDIO;SALENTO;INCENDIO FORESTAL;;;
11/09/2024;CAUCA;CALOTO;INCENDIO FORESTAL;;;
11/09/2024;CALDAS;AGUADAS;INCENDIO FORESTAL;;;
11/09/2024;NARIÑO;NARIÑO;INCENDIO FORESTAL;;;
11/09/2024;CUNDINAMARCA;COTA;INCENDIO FORESTAL;;;
11/09/2024;NARIÑO;IPIALES;INCENDIO FORESTAL;;;
11/09/2024;TOLIMA;ARMERO;INCENDIO FORESTAL;;;
11/09/2024;NARIÑO;PASTO;INCENDIO FORESTAL;;;
11/09/2024;NARIÑO;PASTO;INCENDIO FORESTAL;;;
11/09/2024;HUILA;LA PLATA;INCENDIO FORESTAL;;;
11/09/2024;TOLIMA;PALOCABILDO;INCENDIO FORESTAL;;;
11/09/2024;CAUCA;PAEZ;INCENDIO FORESTAL;;;
11/09/2024;TOLIMA;ALVARADO;INCENDIO FORESTAL;;;
11/09/2024;HUILA;GARZON;INCENDIO FORESTAL;;;
11/09/2024;TOLIMA;RIOBLANCO;INCENDIO FORESTAL;;;
11/09/2024;NARIÑO;ARBOLEDA;INCENDIO FORESTAL;;;
11/09/2024;NARIÑO;CHACHAGUI;INCENDIO FORESTAL;;;
11/09/2024;TOLIMA;ROVIRA;INCENDIO FORESTAL;;;
12/09/2024;CUNDINAMARCA;BOGOTA, D.C.;MOVIMIENTO EN MASA;;;
12/09/2024;TOLIMA;ORTEGA;INCENDIO FORESTAL;;;
12/09/2024;TOLIMA;ORTEGA;INCENDIO FORESTAL;;;
12/09/2024;CAUCA;TOTORO;INCENDIO FORESTAL;;;
12/09/2024;CAUCA;MERCADERES;INCENDIO FORESTAL;;;
12/09/2024;CALDAS;BELALCAZAR;INCENDIO ESTRUCTURAL;;;
12/09/2024;HUILA;GIGANTE;INCENDIO FORESTAL;;;
12/09/2024;VALLE DEL CAUCA;YUMBO;INCENDIO FORESTAL;;;
12/09/2024;CAUCA;ALMAGUER;INCENDIO FORESTAL;;;
12/09/2024;CAUCA;SUAREZ;INCENDIO FORESTAL;;;
12/09/2024;CUNDINAMARCA;GIRARDOT;INCENDIO FORESTAL;;;
12/09/2024;CUNDINAMARCA;BOGOTA, D.C.;INCENDIO FORESTAL;;;
12/09/2024;HUILA;CAMPOALEGRE;INCENDIO FORESTAL;;;
12/09/2024;CUNDINAMARCA;LA MESA;INCENDIO FORESTAL;;;
12/09/2024;CAUCA;BOLIVAR;INCENDIO FORESTAL;;;
12/09/2024;HUILA;ELIAS;INCENDIO FORESTAL;;;
12/09/2024;CAUCA;SILVIA;INCENDIO FORESTAL;;;
12/09/2024;BOYACA;SABOYA;INCENDIO FORESTAL;;;
12/09/2024;AMAZONAS;LETICIA;INCENDIO FORESTAL;;;
12/09/2024;HUILA;RIVERA;INCENDIO FORESTAL;;;
12/09/2024;HUILA;GIGANTE;INCENDIO FORESTAL;;;
12/09/2024;TOLIMA;GUAMO;INCENDIO FORESTAL;;;
12/09/2024;NARIÑO;TAMINANGO;INCENDIO FORESTAL;;;
12/09/2024;HUILA;OPORAPA;INCENDIO FORESTAL;;;
12/09/2024;HUILA;HOBO;INCENDIO FORESTAL;;;
12/09/2024;TOLIMA;CHAPARRAL;INCENDIO FORESTAL;;;
12/09/2024;VALLE DEL CAUCA;ZARZAL;INCENDIO FORESTAL;;;
12/09/2024;NARIÑO;TUQUERRES;INCENDIO FORESTAL;;;
12/09/2024;NARIÑO;PASTO;INCENDIO FORESTAL;;;
12/09/2024;NARIÑO;PASTO;INCENDIO FORESTAL;;;
12/09/2024;HUILA;RIVERA;INCENDIO FORESTAL;;;
12/09/2024;CAUCA;LA SIERRA;INCENDIO FORESTAL;;;
12/09/2024;TOLIMA;ESPINAL;INCENDIO FORESTAL;;;
12/09/2024;TOLIMA;SUAREZ;INCENDIO FORESTAL;;;
12/09/2024;TOLIMA;SUAREZ;INCENDIO FORESTAL;;;
12/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
12/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
12/09/2024;RISARALDA;MARSELLA;INCENDIO FORESTAL;;;
12/09/2024;SANTANDER;LEBRIJA;INCENDIO FORESTAL;;;
12/09/2024;HUILA;GUADALUPE;INCENDIO FORESTAL;;;
12/09/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
12/09/2024;HUILA;GARZON;INCENDIO FORESTAL;;;
12/09/2024;HUILA;GARZON;INCENDIO FORESTAL;;;
12/09/2024;NARIÑO;ARBOLEDA;INCENDIO FORESTAL;;;
12/09/2024;NARIÑO;CHACHAGUI;INCENDIO FORESTAL;;;
12/09/2024;NARIÑO;SAN BERNARDO;INCENDIO FORESTAL;;;
12/09/2024;CAUCA;SANTANDER DE QUILICHAO;INCENDIO FORESTAL;;;
12/09/2024;VALLE DEL CAUCA;DAGUA;INCENDIO FORESTAL;;;
12/09/2024;HUILA;ISNOS;INCENDIO FORESTAL;;;
13/09/2024;TOLIMA;VALLE DE SAN JUAN;INCENDIO FORESTAL;;;
13/09/2024;HUILA;NEIVA;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;INZA;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;INZA;INCENDIO FORESTAL;;;
13/09/2024;BOYACA;MARIPI;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;CALOTO;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;POPAYAN;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;POPAYAN;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;POPAYAN;INCENDIO ESTRUCTURAL;;;
13/09/2024;HUILA;AGRADO;INCENDIO FORESTAL;;;
13/09/2024;CUNDINAMARCA;YACOPI;INCENDIO FORESTAL;;;
13/09/2024;CUNDINAMARCA;SOACHA;INCENDIO FORESTAL;;;
13/09/2024;CUNDINAMARCA;SAN FRANCISCO;INCENDIO FORESTAL;;;
13/09/2024;CUNDINAMARCA;RICAURTE;INCENDIO FORESTAL;;;
13/09/2024;QUINDIO;MONTENEGRO;INCENDIO FORESTAL;;;
13/09/2024;TOLIMA;SAN LUIS;INCENDIO FORESTAL;;;
13/09/2024;HUILA;AGRADO;INCENDIO FORESTAL;;;
13/09/2024;HUILA;IQUIRA;INCENDIO FORESTAL;;;
13/09/2024;HUILA;VILLAVIEJA;INCENDIO FORESTAL;;;
13/09/2024;TOLIMA;SAN LUIS;INCENDIO FORESTAL;;;
13/09/2024;HUILA;NEIVA;INCENDIO FORESTAL;;;
13/09/2024;HUILA;NEIVA;INCENDIO FORESTAL;;;
13/09/2024;HUILA;NEIVA;INCENDIO FORESTAL;;;
13/09/2024;BOYACA;BUENAVISTA;INCENDIO FORESTAL;;;
13/09/2024;CUNDINAMARCA;SOACHA;INCENDIO FORESTAL;;;
13/09/2024;VALLE DEL CAUCA;ROLDANILLO;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;CALOTO;INCENDIO FORESTAL;;;
13/09/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
13/09/2024;NARIÑO;EL TABLON DE GOMEZ;INCENDIO FORESTAL;;;
13/09/2024;NARIÑO;IPIALES;INCENDIO FORESTAL;;;
13/09/2024;NARIÑO;IPIALES;INCENDIO FORESTAL;;;
13/09/2024;NARIÑO;COLON;INCENDIO FORESTAL;;;
13/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
13/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
13/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
13/09/2024;RISARALDA;MARSELLA;INCENDIO FORESTAL;;;
13/09/2024;NARIÑO;IPIALES;INCENDIO FORESTAL;;;
13/09/2024;NARIÑO;IPIALES;INCENDIO FORESTAL;;;
13/09/2024;NARIÑO;CHACHAGUI;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;SANTANDER DE QUILICHAO;INCENDIO FORESTAL;;;
13/09/2024;HUILA;VILLAVIEJA;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;CALOTO;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;CALOTO;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;SANTANDER DE QUILICHAO;INCENDIO FORESTAL;;;
13/09/2024;CAUCA;SANTANDER DE QUILICHAO;INCENDIO FORESTAL;;;
14/09/2024;TOLIMA;COYAIMA;INCENDIO FORESTAL;;;
14/09/2024;BOYACA;RAQUIRA;INCENDIO FORESTAL;;;
14/09/2024;CUNDINAMARCA;TOCAIMA;INCENDIO FORESTAL;;;
14/09/2024;TOLIMA;PURIFICACION;INCENDIO ESTRUCTURAL;;;
14/09/2024;PUTUMAYO;MOCOA;INCENDIO FORESTAL;;;
14/09/2024;CAUCA;POPAYAN;INCENDIO FORESTAL;;;
14/09/2024;NARIÑO;CHACHAGUI;INCENDIO FORESTAL;;;
14/09/2024;TOLIMA;ALPUJARRA;INCENDIO FORESTAL;;;
14/09/2024;CAUCA;INZA;INCENDIO FORESTAL;;;
14/09/2024;TOLIMA;ORTEGA;INCENDIO FORESTAL;;;
14/09/2024;CAUCA;SILVIA;INCENDIO FORESTAL;;;
14/09/2024;CHOCO;CANTON DE SAN PABLO;INCENDIO ESTRUCTURAL;;;
14/09/2024;HUILA;CAMPOALEGRE;INCENDIO FORESTAL;;;
14/09/2024;HUILA;CAMPOALEGRE;INCENDIO FORESTAL;;;
14/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
14/09/2024;VALLE DEL CAUCA;ROLDANILLO;INCENDIO FORESTAL;;;
14/09/2024;META;GRANADA;INCENDIO FORESTAL;;;
14/09/2024;CAUCA;SOTARA;INCENDIO FORESTAL;;;
14/09/2024;CAUCA;CALDONO;INCENDIO FORESTAL;;;
14/09/2024;TOLIMA;CHAPARRAL;INCENDIO FORESTAL;;;
14/09/2024;RISARALDA;APIA;INCENDIO FORESTAL;;;
14/09/2024;VALLE DEL CAUCA;EL DOVIO;INCENDIO FORESTAL;;;
14/09/2024;HUILA;LA PLATA;INCENDIO FORESTAL;;;
14/09/2024;NARIÑO;TUQUERRES;INCENDIO FORESTAL;;;
14/09/2024;VALLE DEL CAUCA;ANDALUCIA;INCENDIO FORESTAL;;;
14/09/2024;META;LA MACARENA;INCENDIO FORESTAL;;;
14/09/2024;NARIÑO;LA UNION;INCENDIO FORESTAL;;;
14/09/2024;NARIÑO;NARIÑO;INCENDIO FORESTAL;;;
14/09/2024;NARIÑO;PASTO;INCENDIO FORESTAL;;;
14/09/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
14/09/2024;CAUCA;PAEZ;INCENDIO FORESTAL;;;
14/09/2024;PUTUMAYO;PUERTO GUZMAN;INCENDIO FORESTAL;;;
14/09/2024;CAUCA;PIENDAMO;INCENDIO FORESTAL;;;
14/09/2024;HUILA;PALERMO;INCENDIO FORESTAL;;;
14/09/2024;CAUCA;SANTANDER DE QUILICHAO;INCENDIO FORESTAL;;;
14/09/2024;META;PUERTO RICO;INCENDIO FORESTAL;;;
